Some seeds for testing, using random.nextDouble() and random.nextInt(4), in this exact order.

Seed: 0, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 163, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 164, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 165, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 166, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 167, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 168, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 169, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 170, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 171, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 172, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 173, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 174, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 175, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 176, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 177, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 178, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 179, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 180, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 181, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 182, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 183, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 184, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 185, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 186, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 187, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 188, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 189, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 190, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 191, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 192, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 193, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 194, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 195, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 196, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 197, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 198, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 199, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 200, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 201, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 202, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 203, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 204, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 205, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 206, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 207, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 208, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 209, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 210, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 211, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 212, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 213, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 214, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 215, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 216, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 217, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 218, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 219, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 220, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 221, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 222, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 223, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 224, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 225, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 226, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 227, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 228, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 229, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 230, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 231, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 232, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 233, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 234, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 235, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 236, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 237, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 238, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 239, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 240, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 241, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 242, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 243, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 244, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 245, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 246, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 247, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 248, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 249, Color: BLUE, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 250, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 251, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 252, Color: RED, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 253, Color: GREEN, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 254, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
Seed: 255, Color: YELLOW, Level 0 will divide; Level 1 will divide; Level 2 will not divide; Level 3 will not divide; Level 4 will not divide; Level 5 will not divide; Level 6 will not divide; 
